FAA-Stream,58783915,TN807SA,06/22/2013 12:01:56 AM,-122.116666666667,37.05,165.106979076606,258,90,PC12,TN,KSQL,KBUR,TURBO,OTHER,ACTIVE,GA,"-122.116666666667,37.05,90.0"
FAA-Stream,62417892,AAY807,06/22/2013 12:02:08 AM,-86.35,32.2166666666667,135.38933687542,501,330,MD88,AAY,KSGF,KPIE,JET,COMMERCIAL,ACTIVE,GA,"-86.35,32.2166666666667,330.0"
FAA-Stream,27219352,N3904Y,06/22/2013 12:02:02 AM,-120.316666666667,37.25,122.137392165814,166,97,C210,N,ONT,VCB,PISTON,GENERALAVIATION,ACTIVE,GA,"-120.316666666667,37.25,97.0"
FAA-Stream,36336543,DLH452,06/22/2013 12:01:59 AM,-119.466666666667,46.9833333333333,185.967377011573,502,370,A346,DLH,EDDM,KLAX,JET,COMMERCIAL,ACTIVE,GA,"-119.466666666667,46.9833333333333,370.0"
FAA-Stream,11431570,ACA115,06/22/2013 12:02:21 AM,-102.933333333333,51.35,270.0,410,360,N/A,ACA,CYYZ,CYVR,JET,COMMERCIAL,ACTIVE,GA,"-102.933333333333,51.35,360.0"
FAA-Stream,2699909,N128BR,06/22/2013 12:02:00 AM,-85.2833333333333,31.7666666666667,239.538064316879,155,152,C414,N,ACJ,NEW,PISTON,GENERALAVIATION,ACTIVE,GA,"-85.2833333333333,31.7666666666667,152.0"
FAA-Stream,33038424,UAL1236,06/22/2013 12:01:30 AM,-93.7833333333333,31.7166666666667,47.9032424968709,461,330,B738,UAL,KIAH,KEWR,JET,COMMERCIAL,ACTIVE,GA,"-93.7833333333333,31.7166666666667,330.0"
FAA-Stream,55385162,SWA497,06/22/2013 12:02:10 AM,-104.433333333333,40.0666666666667,90.0,311,145,B737,SWA,KDEN,KFLL,JET,COMMERCIAL,FILED,GA,"-104.433333333333,40.0666666666667,145.0"
FAA-Stream,47619207,N769CD,06/22/2013 12:02:16 AM,-104.7,40.55,322.767582498069,145,106,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,"-104.7,40.55,106.0"
FAA-Stream,62635482,AAL153,06/22/2013 12:02:12 AM,-121.816666666667,56.8333333333333,297.826809838494,470,320,B772,AAL,KORD,RJAA,JET,COMMERCIAL,ACTIVE,GA,"-121.816666666667,56.8333333333333,320.0"
FAA-Stream,32074942,VIR22W,06/22/2013 12:01:31 AM,-69.35,41.4333333333333,68.1989808287544,460,350,A333,VIR,KIAD,EGLL,JET,COMMERCIAL,ACTIVE,GA,"-69.35,41.4333333333333,350.0"
FAA-Stream,1029350,BAW269,06/22/2013 12:02:09 AM,-112.916666666667,49.45,227.280929823184,480,360,B744,BAW,EGLL,KLAX,JET,COMMERCIAL,ACTIVE,GA,"-112.916666666667,49.45,360.0"
FAA-Stream,24642103,N92850,06/22/2013 12:00:33 AM,-97.15,28.2333333333333,172.830291308036,121,29,N/A,N,GTU,RAS,PISTON,GENERALAVIATION,ACTIVE,GA,"-97.15,28.2333333333333,29.0"
FAA-Stream,22038039,ACA125,06/21/2013 11:59:40 PM,-106.033333333333,50.85,90.0,420,360,XXXX,ACA,CYYZ,CYYC,JET,COMMERCIAL,ACTIVE,GA,"-106.033333333333,50.85,360.0"
FAA-Stream,17392754,SKZ7121,06/22/2013 12:01:49 AM,-80.4166666666667,25.8,180.0,171,21,SH36,SKZ,MYNN,KMIA,TURBO,COMMERCIAL,ACTIVE,GA,"-80.4166666666667,25.8,21.0"
FAA-Stream,13363083,FFT837,06/22/2013 12:01:57 AM,-92.65,38.4166666666667,261.927700350114,444,360,A320,FFT,KLGA,KDEN,JET,COMMERCIAL,ACTIVE,GA,"-92.65,38.4166666666667,360.0"
FAA-Stream,48238752,AAL1711,06/22/2013 12:01:58 AM,-79.7,42.5,270.0,426,380,B738,AAL,KORD,KSFO,JET,COMMERCIAL,FILED,GA,"-79.7,42.5,380.0"
FAA-Stream,63792599,CTL27,06/22/2013 12:02:03 AM,-87.8666666666667,41.6,90.0,199,40,AC50,CTL,CPS,MDW,PISTON,COMMERCIAL,ACTIVE,GA,"-87.8666666666667,41.6,40.0"
FAA-Stream,46960016,EJA622,06/22/2013 12:02:15 AM,-122.466666666667,37.7166666666667,158.428895937111,300,70,C56X,EJA,KAPC,KSFO,JET,AIRTAXI,ACTIVE,GA,"-122.466666666667,37.7166666666667,70.0"
FAA-Stream,38689369,ACA826,06/22/2013 12:02:12 AM,-58.35,45.9833333333333,98.1905574165171,500,330,N/A,ACA,CYYZ,LGAV,JET,COMMERCIAL,ACTIVE,GA,"-58.35,45.9833333333333,330.0"
FAA-Stream,17648484,ASA623,06/22/2013 12:01:59 AM,-120.616666666667,41.7666666666667,323.278514988835,418,360,B739,ASA,KLAS,KPDX,JET,COMMERCIAL,ACTIVE,GA,"-120.616666666667,41.7666666666667,360.0"
FAA-Stream,29380362,SKW4723,06/22/2013 12:01:56 AM,-114.75,36.1166666666667,212.858884742597,383,360,CRJ7,SKW,KSLC,KLGB,JET,COMMERCIAL,ACTIVE,GA,"-114.75,36.1166666666667,360.0"
